D_INTERVIEW,Q177,Q178,Q179,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q190,Q191,Q192,Q193,Q194,Q195
170071059,6.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,7.0,7.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,10.0
170071060,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0
170071061,5.0,10.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,10.0
170071062,1.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,10.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170071083,4.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,10.0
170071092,8.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0
170071094,6.0,7.0,1.0,4.0,1.0,8.0,7.0,6.0,2.0,7.0,1.0,4.0,1.0,2.0,1.0,1.0,6.0,1.0,5.0
170071095,2.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,10.0,1.0,1.0
170071096,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,4.0,10.0
170071097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170071101,5.0,10.0,8.0,5.0,7.0,1.0,1.0,1.0,6.0,9.0,7.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0
170071104,1.0,6.0,1.0,1.0,4.0,1.0,4.0,1.0,7.0,2.0,2.0,9.0,4.0,2.0,2.0,2.0,7.0,3.0,10.0
